Id,Name,Pit,Region,Xloc,Yloc,Zloc,UnitId,Signid,Signpost,Shoptype,Radius,Gpstype
2946078,R48-14,BLACKWATER,PRESTRIP,691595,7368207,265,257,65535,0,229,0,319
2947776,R48-2,BLACKWATER,COAL,689860,7367218,302,257,65535,0,229,0,319
2949474,R48-3,BLACKWATER,MAIN,690223,7367152,285,257,65535,0,229,0,319
2951172,R48-4,BLACKWATER,MAIN,690569,7367110,257,257,65535,0,229,0,319
2952870,R48-5,BLACKWATER,COAL,690892,7367022,227,257,65535,0,229,0,319
2954568,R48-6,BLACKWATER,COAL,691141,7366947,215,257,65535,0,229,0,319
2956266,R48-BAR-EW,BLACKWATER,MAIN,691287,7368485,292,257,65535,0,229,0,319
2957964,R48-HR,BLACKWATER,COAL,688995,7367071,304,257,157,0,229,71,321
2959662,R48-HV-BAR,BLACKWATER,MAIN,689991,7368854,297,257,158,1,229,25,321
2961360,R48-HV1-BAR,BLACKWATER,MAIN,689612,7368363,313,257,159,1,229,50,321
2963058,R48HV-ACCESS,BLACKWATER,MAIN,689045,7367988,300,257,160,0,229,50,321
2964756,R48LV-ACCESS,BLACKWATER,MAIN,689102,7367866,298,257,65535,0,229,0,319
2966454,R48N-0031,BLACKWATER,COAL,691377,7367714,215,254,65535,1,229,0,319
2968152,R48N-0032,BLACKWATER,PRESTRIP,691493,7367569,262,254,65535,1,229,0,319
2969850,R48N-10,BLACKWATER,PRESTRIP,690767,7367333,359,257,65535,0,229,0,319
2971548,R48N-11,BLACKWATER,PRESTRIP,690941,7367623,327,257,65535,0,229,0,319
2973246,R48N-20,BLACKWATER,PRESTRIP,690799,7368050,312,257,65535,0,229,0,319
2974944,R48N-9,BLACKWATER,PRESTRIP,690356,7367299,320,257,65535,1,229,0,319
2976642,R48S-0031,BLACKWATER,COAL,691169,7366804,220,254,65535,1,229,0,319
2978340,R48S-0032,BLACKWATER,PRESTRIP 1,691281,7366356,286,254,27,1,229,80,320
2980038,R48S-0032-,BLACKWATER,PRESTRIP 1,691095,7365735,215,254,65535,1,229,0,319
2981736,R50,BLACKWATER,COAL,688720,7366491,312,257,161,0,229,50,321
2983434,R50-1,BLACKWATER,COAL,688910,7366389,310,257,162,1,229,10,321
2985132,R50-2,BLACKWATER,MAIN,689196,7366293,310,257,65535,0,229,0,319
2986830,R50-3,BLACKWATER,MAIN,689713,7366114,320,257,65535,0,229,0,319
2988528,R50-4,BLACKWATER,PRESTRIP 1,690191,7365895,358,257,65535,0,229,0,319
2990226,R50-BAR,BLACKWATER,MAIN,690986,7364987,327,257,65535,0,229,0,319
2991924,R50-CRIB-HR,BLACKWATER,MAIN,688756,7366598,312,257,65535,0,229,0,319
2993622,R50-CRIB-X,BLACKWATER,MAIN,688792,7366698,312,257,65535,0,229,0,319
2995320,R50-HR,BLACKWATER,COAL,688550,7365991,316,257,163,0,229,25,321
2997018,R50N-14,BLACKWATER,PRESTRIP 1,690996,7365905,268,257,164,0,229,25,321
2998716,R50N-15,BLACKWATER,PRESTRIP 1,690645,7366045,273,257,165,0,229,40,321
3000414,R50N-17,BLACKWATER,PRESTRIP 1,691007,7366056,267,257,166,0,229,30,321
3002112,R50N-20,BLACKWATER,PRESTRIP 1,690670,7366413,309,257,167,0,229,41,321
3003810,R50N-30,BLACKWATER,PRESTRIP 1,691106,7366136,273,257,65535,0,229,0,319
3005508,R50S-18,BLACKWATER,PRESTRIP 1,690498,7365765,291,257,168,0,229,37,321
3007206,R50S-25,BLACKWATER,PRESTRIP 1,690193,7365268,325,257,65535,1,229,0,319
3008904,R52,BLACKWATER,COAL,688362,7365659,320,257,169,0,229,61,321
3010602,R52-1,BLACKWATER,MAIN,688459,7365591,320,257,65535,0,229,0,319
3012300,R52-18,BLACKWATER,PRESTRIP,689576,7363724,330,257,65535,0,229,0,319
3013998,R52-2,BLACKWATER,MAIN,688627,7365503,330,257,65535,0,229,0,319
3015696,R52-3,BLACKWATER,PRESTRIP,688940,7365398,345,257,65535,0,229,0,319
3017394,R52-5,BLACKWATER,MAIN,689825,7365124,268,257,65535,0,229,0,319
3019092,R52-6,BLACKWATER,COAL,690454,7364946,270,257,65535,0,229,0,319
3020790,R52-BAR,BLACKWATER,MAIN,690923,7363850,320,257,65535,0,229,0,319
3022488,R52-FILLPT,BLACKWATER,COAL,688499,7366022,318,255,35,1,229,30,322
3024186,R52-HR,BLACKWATER,COAL,687949,7364960,333,257,170,0,229,50,321
3025884,R52N-0031,BLACKWATER,COAL,690557,7365075,270,254,65535,1,229,75,319
3027582,R52N-0032,BLACKWATER,PRESTRIP 1,690987,7365719,272,254,65535,1,229,0,319
3029280,R52S-0030,BLACKWATER,COAL,690345,7364840,270,254,65535,0,229,0,319
3030978,R52S-0031,BLACKWATER,COAL,690304,7364018,261,254,65535,0,229,0,319
3032676,R52S-0032,BLACKWATER,PRESTRIP,690233,7363476,328,254,28,1,229,140,322
3034374,R52S-13,BLACKWATER,PRESTRIP 1,690603,7364541,278,257,65535,0,229,0,319
3036072,R52S-15,BLACKWATER,PRESTRIP,690135,7364297,280,257,65535,0,229,0,319
3037770,R52S-16,BLACKWATER,PRESTRIP 1,689941,7364397,300,257,65535,0,229,0,319
3039468,R52S-17,BLACKWATER,PRESTRIP 1,689589,7364084,335,257,65535,0,229,0,319
3041166,R52S-18,BLACKWATER,PRESTRIP,690166,7364793,320,257,65535,0,229,0,319
3042864,R52S-19,BLACKWATER,PRESTRIP 1,690002,7364859,333,257,65535,0,229,0,319
3044562,R52S-20,BLACKWATER,PRESTRIP 1,690561,7364384,286,257,65535,0,229,0,319
3046260,R52S-21,BLACKWATER,PRESTRIP,690207,7364245,275,257,65535,0,229,0,319
3047958,R52S-25,BLACKWATER,PRESTRIP,690660,7364349,299,257,65535,0,229,0,319
3049656,R54,BLACKWATER,COAL,687483,7364173,342,257,171,0,229,50,321
3051354,R54-1,BLACKWATER,MAIN,687712,7363725,353,257,65535,1,229,0,319
3053052,R54-11,BLACKWATER,PRESTRIP 1,689429,7362482,335,257,65535,0,229,0,319
3054750,R54-12,BLACKWATER,PRESTRIP,689104,7361977,340,257,65535,1,229,0,319
3056448,R54-14,BLACKWATER,PRESTRIP,690403,7364091,261,257,172,0,229,25,321
3058146,R54-2,BLACKWATER,MAIN,687951,7363511,353,257,173,0,229,40,321
3059844,R54-3,BLACKWATER,COAL,688214,7363339,313,257,174,0,229,40,321
3061542,R54-5,BLACKWATER,MAIN,688874,7363026,280,257,175,0,229,40,321
3063240,R54-6,BLACKWATER,PRESTRIP,689145,7362888,270,257,65535,0,229,0,319
3064938,R54-7,BLACKWATER,MAIN,689263,7362803,263,257,65535,1,229,0,319
3066636,R54-9,BLACKWATER,COAL,689388,7362692,270,257,176,0,229,40,321
3068334,R54-HR,BLACKWATER,COAL,686809,7362986,372,257,177,0,229,50,321
3070032,R54N-0033,BLACKWATER,PRESTRIP 1,689972,7362741,335,254,65535,0,229,0,319
3071730,R54N-0036,BLACKWATER,PRESTRIP,689939,7362628,330,254,65535,1,229,80,319
3073428,R54S-0034,BLACKWATER,COAL,689207,7362730,263,254,65535,1,229,0,319
3075126,R54S-0035,BLACKWATER,COAL,688912,7362000,280,254,65535,1,229,0,319
3076824,R54S-0036,BLACKWATER,PRESTRIP,689197,7361976,340,254,65535,1,229,0,319
3078522,R56,BLACKWATER,COAL,687574,7360800,360,257,178,0,229,50,321
3080220,R56-1,BLACKWATER,COAL,687941,7360978,370,257,179,0,229,40,321
3081918,R56-2,BLACKWATER,COAL,688487,7360932,334,257,180,0,229,40,321
3083616,R56-4,BLACKWATER,COAL,689079,7360832,300,257,181,0,229,40,321
3085314,R56-5,BLACKWATER,COAL,689541,7360853,258,257,182,0,229,40,321
3087012,R56-6,BLACKWATER,COAL,689817,7360855,245,257,183,1,229,40,321
3088710,R56-FILLPT,BLACKWATER,COAL,687296,7359900,360,255,36,1,229,21,322
3090408,R56-HR,BLACKWATER,MAIN,687482,7360154,340,257,184,0,229,50,321
3092106,R56-SP,BLACKWATER,COAL,688717,7360294,387,257,65535,0,229,0,319
3093804,R56-SP-RD,BLACKWATER,MAIN,688390,7360637,395,257,65535,1,229,0,319
3095502,R56-SP-RD2,BLACKWATER,MAIN,688447,7360324,392,257,65535,0,229,0,319
3097200,R56-SP-RD2.1,BLACKWATER,MAIN,688673,7360192,390,257,65535,0,229,0,319
3098898,R56-SP-RD3,BLACKWATER,MAIN,688894,7360067,387,257,65535,0,229,0,319
3100596,R56-SP-RD6,BLACKWATER,MAIN,687986,7360894,375,257,65535,0,229,0,319
3102294,R56N-0033,BLACKWATER,COAL,689480,7360987,254,254,65535,0,229,0,319
3103992,R56N-0054,BLACKWATER,COAL,689329,7361182,245,254,65535,1,229,0,319
3105690,R56N-0055,BLACKWATER,COAL,689930,7361501,245,254,65535,1,229,0,319
3107388,R56S-0054,BLACKWATER,COAL,689789,7360793,245,254,65535,1,229,0,319
3109086,R56S-0055,BLACKWATER,COAL,689881,7359700,305,254,65535,1,229,0,319
3110784,R56S-HR,BLACKWATER,MAIN,687318,7359877,360,257,65535,0,229,0,319
3112482,R58,BLACKWATER,MAIN,687318,7359357,350,257,65535,0,229,0,319
3114180,R58-3,BLACKWATER,MAIN,688285,7359844,294,257,65535,0,229,0,319
3115878,R58-4,BLACKWATER,COAL,689188,7359828,345,257,65535,0,229,0,319
3117576,R58-5,BLACKWATER,COAL,689416,7359489,316,257,65535,0,229,0,319
3119274,R58-6,BLACKWATER,COAL,689646,7359579,310,257,65535,0,229,0,319
3120972,R58-HR,BLACKWATER,MAIN,687374,7359071,346,257,185,0,229,30,321
3122670,R60,BLACKWATER,MAIN,687443,7358684,340,257,65535,0,229,0,319
3124368,R60-5,BLACKWATER,MAIN,688022,7359152,315.100006,257,65535,0,229,0,319
3126066,R62,BLACKWATER,MAIN,687356,7358680,340,257,186,0,229,30,321
3127764,R62-3,BLACKWATER,MAIN,687935,7358694,340,257,65535,0,229,0,319
3129462,R62-5,BLACKWATER,MAIN,688891,7358457,290,257,65535,0,229,0,319
3131160,R62-BAR,BLACKWATER,MAIN,689391,7358424,362,257,65535,0,229,0,319
3132858,R62-FILLPT,BLACKWATER,MAIN,687187,7357863,328,255,37,1,229,25,322
3134556,R62-HR,BLACKWATER,MAIN,687128,7357855,331,257,65535,0,229,0,319
3136254,R62-LV-BAR,BLACKWATER,MAIN,686266,7356864,290,257,65535,0,229,0,319
3137952,R62S-0052,BLACKWATER,COAL,689800,7359570,305,254,65535,1,229,0,319
3139650,R62S-0053,BLACKWATER,PRESTRIP,689747,7358995,310,254,65535,1,229,50,319
3141348,R64,BLACKWATER,MAIN,685690,7356276,291.799988,257,65535,1,229,0,319
3143046,R64-4,BLACKWATER,MAIN,686693,7356068,273,257,65535,0,229,0,319
3144744,R64-BAR,BLACKWATER,MAIN,686933,7355922,273,257,65535,0,229,0,319
3146442,R64-HR,BLACKWATER,MAIN,685630,7355956,291.899994,257,65535,1,229,0,319
3148140,R66,BLACKWATER,MAIN,685454,7355644,291.899994,257,65535,1,229,0,319
3149838,R66-3,BLACKWATER,MAIN,685953,7355479,277,257,65535,0,229,0,319
3151536,R66-BAR,BLACKWATER,MAIN,686378,7355252,277,257,65535,0,229,0,319
3153234,R66-HR,BLACKWATER,MAIN,685189,7355503,290.5,257,65535,0,229,0,319
3154932,R68,BLACKWATER,MAIN,684890,7355400,290.700012,257,65535,1,229,0,319
3156630,R68-3,BLACKWATER,MAIN,685350,7354848,319.5,257,65535,0,229,0,319
3158328,R68-BAR,BLACKWATER,MAIN,685523,7354675,320,257,65535,0,229,0,319
3160026,R68-HR-3,BLACKWATER,MAIN,684452,7355157,288.5,257,65535,0,229,0,319
3161724,R70,BLACKWATER,MAIN,684171,7354727,287.5,257,65535,1,229,0,319
3163422,R70-3,BLACKWATER,MAIN,684600,7354582,273.5,257,65535,0,229,0,319
3165120,R70-BAR,BLACKWATER,MAIN,686451,7353992,320,257,65535,0,229,0,319
3166818,R70-HR-3,BLACKWATER,MAIN,683846,7353879,290,257,65535,0,229,0,319
3168516,R72,BLACKWATER,MAIN,683810,7352771,291.600006,257,65535,0,229,0,319
3170214,R72-2,BLACKWATER,MAIN,684576,7352839,287.100006,257,65535,0,229,0,319
3171912,R72-BAR,BLACKWATER,MAIN,685851,7352781,310,257,65535,0,229,0,319
3173610,R74,BLACKWATER,MAIN,684655,7349918,254.5,257,65535,0,229,0,319
3175308,R74-5,BLACKWATER,MAIN,686398,7350396,238,257,65535,0,229,0,319
3177006,R75-3,BLACKWATER,MAIN,685500,7350058,254,257,65535,0,229,0,319
3178704,R76,BLACKWATER,MAIN,684985,7349427,260.600006,257,65535,0,229,0,319
3180402,R76-5,BLACKWATER,MAIN,685977,7348648,252.199997,257,65535,0,229,0,319
3182100,R80,BLACKWATER,MAIN,684923,7347191,275.600006,257,65535,0,229,0,319
3183798,R80-5,BLACKWATER,MAIN,686268,7346898,233.800003,257,65535,0,229,0,319
3185496,R82,BLACKWATER,MAIN,684870,7346374,275.5,257,65535,0,229,0,319
3187194,R82-3,BLACKWATER,MAIN,685412,7346152,265.899994,257,65535,0,229,0,319
3188892,R84,BLACKWATER,MAIN,684126,7345094,278.700012,257,65535,0,229,0,319
3190590,R84-5,BLACKWATER,MAIN,685161,7345062,231.600006,257,65535,0,229,0,319
3192288,READYLINE,TDU,FIREPIT,717601,7366517,4990,256,43,1,229,10,320
3193986,REJECT-0TCP,BLACKWATER,COAL,682561,7379417,280,254,65535,0,229,0,319
3195684,REJECT-CHPP,BLACKWATER,COAL,683138,7374200,300,254,29,1,229,29,322
3197382,ROAD_GRAVEL,TDU,DROID,714288,7351745,5640,251,15,1,229,10,320
3199080,ROD LAY DOWN YARD,BLACKWATER,MAIN,690915,7369722,288,257,65535,1,229,0,319
3200778,ROM002-0TCP,BLACKWATER,COAL,682551,7379308,297,252,10006,1,229,0,319
3202476,ROM2-N,BLACKWATER,COAL,682843,7379379,279,257,187,0,229,30,321
3204174,ROM2-S,BLACKWATER,MAIN,682754,7379124,280,257,65535,0,229,0,319
3205872,ROM2N,BLACKWATER,COAL,682778,7379387,280,257,65535,1,229,0,319
3207570,ROM2NN,BLACKWATER,COAL,682680,7379412,288,257,65535,0,229,0,319
3209268,ROM2NW,BLACKWATER,COAL,682618,7379423,290,257,65535,0,229,0,319
3210966,ROM2S,BLACKWATER,COAL,682583,7379144,284,257,65535,0,229,0,319
3212664,ROM2SS,BLACKWATER,COAL,682655,7379121,282,257,65535,0,229,0,319
3214362,ROMBIN,BLACKWATER,COAL,683195,7374097,305,252,10004,1,229,0,319
3216060,ROMBIN-EAST,BLACKWATER,COAL,683201,7374071,308,252,10038,1,229,0,319
3217758,ROMBIN-WEST,BLACKWATER,COAL,683184,7374072,309,252,10065,1,229,0,319
3219456,RUBBISH_DUMP,TDU,LILYPAD,720757,7365777,5015,251,16,1,229,20,320
3221154,SCRAPER DUMP,TDU,LILYPAD,723122,7363837,5040,251,65535,1,229,0,319
3222852,SHOP_FUEL_PAD,TDU,MAINTENANCE,723008,7371412,4815,255,10011,0,227,0,319
3224550,SHOVEL_PAD,TDU,DELTA4,717019,7358322,5335,255,65535,0,229,0,319
3226248,SHTRN-CHPP,BLACKWATER,MAIN,684289,7351607,290,257,65535,0,229,0,319
3227946,STH-CHPP,BLACKWATER,MAIN,684219,7350905,291,257,65535,0,229,0,319
3229644,STH-CHPP-HRN,BLACKWATER,MAIN,683545,7352073,291,257,65535,0,229,0,319
3231342,STH-CHPP-HRS,BLACKWATER,MAIN,683821,7351441,291,257,65535,0,229,0,319
3233040,STKR12-0001,BLACKWATER,COAL,685070,7386795,255,253,65535,1,229,0,319
3234738,STKR14-0001,BLACKWATER,COAL,684423,7384146,264,253,65535,1,229,0,319
3236436,STKR18-0001,BLACKWATER,COAL,683697,7381076,280,253,20,1,229,50,320
3238134,STKR20-0001,BLACKWATER,COAL,683156,7379977,275,253,65535,1,229,0,319
3239832,STKR22-0001,BLACKWATER,COAL,682885,7378795,288,253,10007,1,229,0,319
3241530,STKR24-RJCT,BLACKWATER,COAL,683161,7377156,321,253,65535,1,229,0,319
3243228,STKR28-RJCT,BLACKWATER,COAL,684000,7376459,300,253,10000,1,229,0,319
3244926,STKR32-0001,BLACKWATER,COAL,683447,7374299,305,253,10055,1,229,0,319
3246624,STKR32-0002,BLACKWATER,COAL,683526,7374323,305,253,10058,1,229,0,319
3248322,STKR32-0003,BLACKWATER,COAL,683602,7374344,305,253,10060,1,229,0,319
3250020,STKR32-0004,BLACKWATER,COAL,683665,7374364,305,253,10061,1,229,0,319
3251718,STKR32-0005,BLACKWATER,COAL,683549,7374571,305,253,10062,1,229,0,319
3253416,STKR32-0006,BLACKWATER,COAL,683545,7374668,305,253,10014,1,229,0,319
3255114,STKR32-RJCT,BLACKWATER,COAL,684177,7374514,313,253,10043,1,229,0,319
3256812,STKR32-RJWT,BLACKWATER,COAL,683731,7374456,308,253,65535,1,229,0,319
3258510,STKR36-0001,BLACKWATER,COAL,684623,7371970,325,253,65535,1,229,0,319
3260208,STKR38-0001,BLACKWATER,COAL,685171,7370782,297,253,65535,1,229,0,319
3261906,STKR40-0001,BLACKWATER,COAL,686243,7370019,300,253,65535,1,229,0,319
3263604,STKR42-0001,BLACKWATER,COAL,687487,7370944,284,253,65535,1,229,0,319
3265302,STKR48-0001,BLACKWATER,COAL,689718,7367349,300,253,65535,1,229,0,319
3267000,STKR50-0001,BLACKWATER,COAL,688929,7366429,310,253,10012,1,229,0,319
3268698,STKR52-0001,BLACKWATER,COAL,688562,7365618,327,253,65535,1,229,0,319
3270396,STKR52-0002,BLACKWATER,COAL,688515,7365478,327,253,65535,1,229,0,319
3272094,STKR54-0001,BLACKWATER,COAL,687847,7363725,353,253,10010,1,229,0,319
3273792,STKR54-0002,BLACKWATER,COAL,687785,7363564,353,253,65535,1,229,0,319
3275490,STKR54-0004,BLACKWATER,COAL,687614,7362129,410,253,22,1,229,37,321
3277188,STKR56-0001,BLACKWATER,COAL,687872,7360896,380,253,65535,1,229,0,319
3278886,STKR56-0003,BLACKWATER,COAL,688720,7360417,390,253,65535,1,229,0,319
3280584,STKR58-0001,BLACKWATER,COAL,688273,7359920,294,253,65535,1,229,0,319
3282282,STKR62-0001,BLACKWATER,COAL,687917,7358592,340,253,65535,1,229,0,319
3283980,STKROM-2EST,BLACKWATER,COAL,682726,7379281,285,253,10001,1,229,0,319
3285678,STKROM-2WST,BLACKWATER,COAL,682622,7379264,289,253,10003,1,229,0,319
3287376,STKTCP-RJCT,BLACKWATER,COAL,682548,7379490,280,253,24,1,229,50,320
3289074,STKTLO-RJCT,BLACKWATER,COAL,683038,7374306,304,253,65535,1,229,0,319
3290772,TCP-FILLPT,BLACKWATER,MAIN,682844,7379512,282,255,38,1,229,20,322
3292470,TCP-HR,BLACKWATER,MAIN,682880,7379498,282,257,65535,0,229,0,319
3294168,TCP-RD1,BLACKWATER,MAIN,682859,7379432,280,257,65535,0,229,0,319
3295866,TCP-RD2,BLACKWATER,COAL,682647,7379486,280,257,65535,0,229,0,319
3297564,TCP-RD3,BLACKWATER,COAL,682476,7379406,280,257,65535,0,229,0,319
3299262,TDU,NULL,NULL,0,0,0,258,65535,0,229,0,319
3300960,THE_DRY,TDU,DELTA4,719266,7360619,5330,255,65535,0,229,0,319
3302658,TIRE PAD,TDU,MAINTENANCE,723311,7372128,4780,255,65535,1,228,0,319
3304356,TOPSOIL_STOCK,TDU,LILYPAD,719044,7366695,5015,253,10066,0,229,0,319
3306054,TRUCK SHOP,TDU,MAINTENANCE,723661,7372165,4780,255,65535,1,226,0,319
3307752,TYREBAY,BLACKWATER,PRESTRIP,691105,7369831,285,255,65535,1,229,0,319
3309450,UPPER_FCW,TDU,DROID,713252,7354284,5660,251,10036,0,229,0,319
3311148,WASH BAY,TDU,MAINTENANCE,723173,7372002,4795,255,65535,1,229,0,319
3312846,WASHBAY,BLACKWATER,MAIN,690980,7369756,285,255,10045,1,229,0,319
3314544,WATERFILL-EAST,TDU,LILYPAD,722398,7361956,5186,255,65535,1,229,100,320
3316242,WATERFILL-WEST,TDU,MAINTENANCE,714562,7351198,5670,255,65535,1,230,100,323
3317940,WELDING SHOP,TDU,DROID,719620,7361123,5330,255,65535,0,226,10,320
3319638,WH1,BLACKWATER,MAIN,687483,7362170,410,257,65535,0,229,0,319
3321336,WH2,BLACKWATER,COAL,687820,7361939,390,257,65535,0,229,0,319
3323034,WH3,BLACKWATER,PRESTRIP,688156,7361763,371,257,65535,0,229,0,319
3324732,WH4,BLACKWATER,PRESTRIP,688368,7361777,365,257,65535,1,229,0,319
3326430,WH5,BLACKWATER,PRESTRIP,688751,7361742,339,257,65535,0,229,0,319
3328128,WH6,BLACKWATER,PRESTRIP,688936,7361765,351,257,65535,1,229,0,319
3329826,WHITEHILL,BLACKWATER,COAL,686907,7362203,400,257,65535,0,229,50,321
3331524,WHITEHILL-BAR,BLACKWATER,MAIN,690228,7361160,340,257,65535,0,229,0,319
3333222,WHITEHILL2,BLACKWATER,COAL,686996,7361468,398,257,65535,0,229,50,321
3334920,WS-ACCESS,BLACKWATER,COAL,690998,7369506,288,257,65535,0,229,0,319
3336618,WS-ACCESS-2,BLACKWATER,MAIN,691076,7369810,285,257,65535,0,229,0,319
3338316,WS-ACCESS-3,BLACKWATER,MAIN,691003,7369811,285,255,65535,0,229,0,319
3340014,WS-ACCESS1,BLACKWATER,MAIN,690880,7369320,291,257,65535,1,229,50,321
3341712,WS-BRAKETEST,BLACKWATER,MAIN,690394,7369166,292,257,65535,1,229,50,321
3343410,WS-CNTR,BLACKWATER,MAIN,691042,7369886,285,257,65535,0,229,0,319
3345108,WS100,TDU,MAINTENANCE,718661,7359080,5350,255,65535,1,229,100,322
3346806,WSHOP-DEDI,BLACKWATER,PRESTRIP,691177,7369164,280,255,65535,1,229,50,319
3348504,WSHOP-DLINE,BLACKWATER,MAIN,691041,7369813,285,255,10025,1,229,0,319
3350202,WSHOP-NEW,BLACKWATER,COAL,691162,7369637,285,255,10016,1,226,0,319
3351900,WSHOP-OLD,BLACKWATER,MAIN,691143,7369835,285,255,10005,1,226,0,319
3353598,ZONE_11,TDU,LILYPAD,721724,7366854,5120,251,65535,1,229,1,322
3355296,ZONE_12_C1,TDU,LILYPAD,722036,7367711,5115,251,10047,0,229,0,319
3356994,ZONE_12_C2,TDU,LILYPAD,722686,7368353,5090,251,65535,1,229,5,322
3358692,ZONE_12_C3,TDU,LILYPAD,723491,7368174,5090,251,10063,0,229,0,319
3360390,ZONE_13_C1,TDU,LILYPAD,723733,7368077,5080,251,65535,1,229,1,322
3362088,ZONE_14,TDU,LILYPAD,722862,7366743,5150,251,65535,1,229,10,321
3363786,ZONE_15,TDU,LILYPAD,723854,7366543,5020,251,65535,1,229,0,319
3365484,ZONE_16_C1,TDU,DROID,724457,7368138,5020,251,65535,1,229,5,322
3367182,ZONE_16_C2,TDU,LILYPAD,724741,7367823,5020,251,65535,1,229,10,322
3368880,ZONE_16_C3,TDU,LILYPAD,725374,7367323,5000,251,65535,1,229,0,322
3370578,ZONE_17_C1,TDU,LILYPAD,724099,7366411,5020,251,65535,1,229,0,319
3372276,ZONE_17_C2,TDU,DROID,725025,7366340,5020,251,10039,0,229,0,319
3373974,ZONE_17_C3,TDU,LILYPAD,725350,7366157,5000,251,65535,1,229,0,319
3375672,ZONE_18_C1,TDU,LILYPAD,723692,7364640,5045,251,65535,0,229,0,319
3377370,ZONE_18_C2,TDU,LILYPAD,724387,7365388,4990,251,65535,0,229,0,319
3379068,ZONE_6,TDU,LILYPAD,721451,7368882,5090,251,65535,1,229,10,320
11795664,TEST1,BLACKWATER,MAIN,687556,7357006,6,252,65535,0,227,0,319
41751896,DSP001,BLACKWATER,COAL,701699,7369875,-1500,257,65535,0,229,0,319
41857236,DSP002,BLACKWATER,COAL,704590,7370503,-1500,257,65535,0,229,0,319
